step,entity,fallacy,label,category,subcategory,gpt_4o_response,gpt_4_response,gpt_4o_mini_response,claude_3_5_sonnet_response,claude_3_haiku_response,gemini_1_5_pro_response,gemini_1_5_flash_8b_response,o1_preview_response
"Since I cannot provide concrete evidence that stempiens exist and you cannot prove that stempiens don't exist, therefore, stempiens must exist.",stempiens,Proving Non Existence,1,informal,inappropriate presumption,Argument from Ignorance,,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,
"Since I believe in the existence of glosers and you cannot prove that glosers do not exist, therefore, glosers must exist.",glosers,Proving Non Existence,1,informal,inappropriate presumption,Shifting of the Burden of Proof,,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,
"Since I believe that green bulrushes can cure all diseases and you cannot prove that they don't, therefore, green bulrushes can cure all diseases.",green bulrush,Proving Non Existence,1,informal,inappropriate presumption,Shifting of the Burden of Proof,,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,
"Since I cannot provide concrete evidence that scalar curls exist in the universe and you cannot definitively prove that they do not exist, therefore, scalar curls must exist.",scalar curls,Proving Non Existence,1,informal,inappropriate presumption,Argument from Ignorance,,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,
"Since I cannot prove that golden nuggets exist in my backyard and you cannot prove that they don't, therefore, golden nuggets exist in my backyard.",nugget,Proving Non Existence,1,informal,inappropriate presumption,Argument from Ignorance,,Argument from Ignorance,Argument from Ignorance,The type of fallacy in the given reasoning step is Argument from Ignorance (201).,Argument from Ignorance,Argument from Ignorance,
"Since I can't provide proof that a slipcoat exists, and you can't prove that it doesn't exist, therefore, the slipcoat exists.",slipcoat,Proving Non Existence,1,informal,inappropriate presumption,Argument from Ignorance,,Argument from Ignorance,Argument from Ignorance,This reasoning step belongs to the Argument from Ignorance fallacy.,Argument from Ignorance,Argument from Ignorance,
"Since I believe mantits exist and you can't prove that they don't, therefore, mantits exist.",mantit,Proving Non Existence,1,informal,inappropriate presumption,Shifting of the Burden of Proof,,Argument from Ignorance,Argument from Ignorance,Argument from Ignorance,Shifting of the Burden of Proof,Argument from Ignorance,
"Since the bird watcher exclaimed in surprise, ""Tufted antshrikes? I spotted tufted antshrikes?"", and the bird identification guide lists tufted antshrikes as a rare find, therefore, the bird watcher has successfully spotted the rare tufted antshrikes.",tufted antshrikes,Accent Fallacy,1,informal,ambiguity,Argument from Hearsay,,Non Sequitur,Jumping to Conclusions,The type of fallacy in the given reasoning step is Affirming the Consequent.,Begging the Question,Affirming a Disjunct,
"Since John said, ""I didn't buy any cheapenings,"" and everyone heard, ""I didn't buy any cheapenings,"", therefore, John admitted to not buying any discounts or deals. ",cheapenings,Accent Fallacy,1,informal,ambiguity,Equivocation,,Negating Antecedent and Consequent,Equivocation,Equivocation,Equivocation,Affirming the Consequent,
"Since John believes in aniconism, and thus, he said ""I'm not bowing to idols? I'm not bowing to idols?"" in a surprised tone, therefore, John confessed to us, ""I'm not bowing to idols. I'm not bowing to idols."" implying that he used to bow to idols before.",aniconism,Accent Fallacy,1,informal,ambiguity,Accent Fallacy,,Strawman Fallacy,Accent Fallacy,Affirming the Consequent,Accent Fallacy,Affirming the Consequent,
"Since the hacker said, ""I'm a haxor?"" when asked about his profession, and the company interpreted this as a confession, therefore, the hacker admitted to being a haxor.",haxor,Accent Fallacy,1,informal,ambiguity,Equivocation,,Ambiguity Fallacy,(38) Equivocation,Affirming the Consequent,Accent Fallacy,Affirming the Consequent,
"Since John claimed ""I found the garvocks?"" in surprise, and his friends heard it as ""I found the garvocks."", therefore, John is assumed to have discovered the garvocks.",garvocks,Accent Fallacy,1,informal,ambiguity,Accent Fallacy,,Non Sequitur,Accent Fallacy,Affirming the Consequent,Accent Fallacy,Affirming the Consequent,
"Since I mentioned the finenesses of the plan during the meeting and you responded with ""You're focusing on the finenesses?"", therefore, you agree that I am paying attention to the important details of the plan.",finenesses,Accent Fallacy,1,informal,ambiguity,Accent Fallacy,,Affirming the Consequent,Strawman Fallacy,Affirming the Consequent,Accent Fallacy,Affirming a Disjunct,
"Since the geologist said ""Coria is found here?"" when asked about the location of the rock formation, and his colleague later quoted him saying ""Coria is found here."", therefore, the geologist confirmed the presence of coria in this location.",coria,Accent Fallacy,1,informal,ambiguity,Contextomy,,Contextomy,Accent Fallacy,Affirming the Consequent,Accent Fallacy,Affirming the Consequent,
"Since the doctor said ""The catacline's effects are unknown?"" in a questioning tone and the patient heard it as ""The catacline's effects are unknown."" in a statement tone, therefore, the patient refused to take the catacline due to the perceived certainty of unknown effects.",catacline,Accent Fallacy,1,informal,ambiguity,Accent Fallacy,,Contextomy,Accent Fallacy,Argument from Fallacy,Accent Fallacy,Accent Fallacy,
"Since Sam said ""I'm the witworm? I'm the witworm?"" when asked about who wrote the humorous article and everyone heard Sam's statement as an admittance of being the witworm, therefore, Sam must be the witworm who wrote the article.",witworm,Accent Fallacy,1,informal,ambiguity,Complex Question Fallacy,,Affirming the Consequent,Accent Fallacy,Affirming the Consequent,Accent Fallacy,Affirming the Consequent,
"Since the doctor said, ""Your test results show a semicoma?"" with a questioning intonation and the family interpreted the statement as ""Your test results show a semicoma"" with a declarative intonation, therefore, the family believed the patient was in a semicoma.",semicoma,Accent Fallacy,1,informal,ambiguity,Accent Fallacy,,Accent Fallacy,Accent Fallacy,Accent Fallacy,Accent Fallacy,Accent Fallacy,
"Since George claims that the backdam is not safe for swimming due to its depth and the presence of dangerous animals and George isn't a certified lifeguard or a biologist, so how can he be so sure about the danger in the backdam, therefore, the backdam is actually safe for swimming.",backdam,Ad Fidentia,1,informal,irrelevance,Ad Hominem Circumstantial,,Ad Hominem Abusive,Ad Hominem Circumstantial,Denying the Antecedent,Argument from False Authority,Ad Hominem,
"Since Alice believes that voice voting is an effective method for decision-making in small groups and Bob challenges, ""Are you absolutely confident that voice voting always yields the best results? There can be mistakes, you know?"", therefore, Alice's belief that voice voting is an effective method is incorrect.",voice voting,Ad Fidentia,1,informal,irrelevance,Argument from Fallacy,,Appeal to Consequences,Strawman Fallacy,Denying the Antecedent,Strawman Fallacy,Affirming the Consequent,
"Since you believe that flocculi are important for balance and spatial orientation and you're not a neurologist, how can you be completely sure of that?, therefore, flocculi are not important for balance and spatial orientation.",flocculi,Ad Fidentia,1,informal,irrelevance,Ad Hominem Circumstantial,,Appeal to Authority,Appeal to False Authority,The type of fallacy in the given reasoning step is Argument from Ignorance (201).,Shifting of the Burden of Proof,Affirming the Consequent,
"Since John claims that a horsebrush is not necessary for grooming horses and John is not a professional horse groomer, so how can he be absolutely certain about that?, therefore, a horsebrush is absolutely necessary for grooming horses.",horsebrush,Ad Fidentia,1,informal,irrelevance,Ad Hominem Circumstantial,,Appeal to Authority,Appeal to False Authority,Appeal to Ignorance (201),Argument from False Authority,Ad Hominem,
"Since Jane claims that brass ovaries symbolize courage and resilience, and Is Jane really certain about this interpretation? How can she be sure of such a subjective meaning?, therefore, the interpretation of brass ovaries as symbols of courage and resilience is false.",brass ovaries,Ad Fidentia,1,informal,irrelevance,Argument from Incredulity,,Appeal to Incredulity,Ad Hominem Circumstantial,Appeal to Certainty,Ad Fidentia,Appeal to Authority,
