index,step,category,subcategory,set_number,q90,q180,adrian_response,adrian_comment
1134,"Since the origins and beliefs of the Zaydist sect are not fully understood by many, it follows that the Zaydist sect is currently not fully explained, but that does not mean the Zaydist sect is unexplainable and will forever remain a mystery.",informal,insufficiency,5,0,0,,
3346,"Since the infamous poacher John Doe uses snares and a local hunter named Bob also uses a snarer, therefore, Bob must be an infamous poacher too.",informal,irrelevance,4,0,0,,
1830,"Since occulation can be easily measured through statistics of workplace accidents and the emotional and psychological toll it takes on workers is difficult to quantify, therefore, occulation is a significant issue that requires comprehensive understanding and action that takes into account both its measurable and less quantifiable impacts.",informal,insufficiency,7,0,0,,
1053,"Since No butter flowers are roses and Some roses are trees, therefore, Some trees are not butter flowers.",formal,syllogistic,6,0,0,,
22,"Since I claim that zarazuas are mythical creatures from another dimension and you cannot provide evidence to disprove my claim, therefore, zarazuas are indeed mythical creatures from another dimension.",informal,inappropriate presumption,5,0,0,,
2066,"Since digraphons are part of the complex structure of linguistics and linguistics is a difficult subject to master, therefore, digraphons are difficult to master.",informal,insufficiency,4,0,0,,
1653,"Since hexylamine is used in the production of pharmaceuticals and hexylamine can also be found in certain types of fish, we cannot conclude that eating fish is dangerous for our health without considering other factors such as the concentration of hexylamine in fish and its effect when consumed in such amounts.",informal,insufficiency,6,0,0,,
2259,"Since the research on hibschite was initially published in a less reputable journal, it should be independently verified and peer-reviewed before accepting the properties of hibschite described in that research as true.",informal,irrelevance,7,0,0,,
2776,"Since the Tillandsia Recurvata, or ""Ball Moss,"" is often considered a nuisance and is regularly removed and destroyed by gardeners and this action requires time and resources that could be spent on other gardening services or improvements, therefore, the destruction of Tillandsia Recurvata may provide short-term work but it does not necessarily contribute to a net benefit for the economy as a whole.",informal,inappropriate presumption,4,0,0,,
2432,"Since you have handholds on the climbing wall and handholds provide more safety and control during climbing, therefore, your climbing conditions are safer and more controllable.",informal,insufficiency,2,0,0,,
3484,"Since planck voltages are fundamental constants in physics, they have been measured by various scientific instruments, and my uncle says he's seen them fluctuate wildly on his homemade device, therefore your claim about planck voltages being fundamental constants is questionable because your uncle's readings aren't reliable.",informal,insufficiency,5,0,0,,
460,"Since I always take a bite of my sandwich midchomp and I never eat my sandwich midchomp, therefore, I always and never eat my sandwich midchomp.",informal,inconsistency,5,0,1,No,
1067,"Since urocord is a natural product and deemed safe for use and synthetic drugs are also deemed safe for use, therefore, we can reject synthetic drugs because they are not natural, but we don't reject urocord despite it being natural.",informal,inappropriate presumption,4,0,0,,
87,"Since triplex homes are more affordable than single-family homes, triplex homes are more energy efficient, triplex homes require less land, triplex homes encourage a sense of community, triplex homes are easier to maintain, triplex homes are more popular among millennials, triplex homes are more profitable for investors, triplex homes are less likely to be burglarized, and triplex homes are more diverse in architectural styles, therefore, triplex homes are superior to all other types of housing.",informal,irrelevance,4,0,0,,
3553,"Since a debilitant was found to be responsible for a major cyber attack and this debilitant is part of the hacker community, therefore, we should express concern over the potential misuse of hacking skills and encourage ethical practices within the hacker community.",informal,irrelevance,2,0,0,,
2310,"Since trematopids are causing harm to our ecosystem and their presence results in significant disruptions, therefore, trematopids are a problem that needs to be addressed.",informal,irrelevance,7,0,0,,
