index,step,set_number,adrian_response,adrian_comment
2561,"Since you are either a registered shipper or you're not, therefore, you know a lot about logistics.",4,,
2481,"Since I've worked with HDR, LDR, PBR, and ESR skyboxes in both the UE4 and Unity 3D engines, therefore, I am a master of creating and implementing skyboxes in any game development project.",7,,
3924,"Since strobings are a visual effect and we perceive them with our eyes, therefore, what does a strobings smell like?.",7,,
3669,"Since fussbudgets tend to worry excessively about trivial things and my gut feeling tells me that fussbudgets are more likely to live longer due to their attention to details, therefore, fussbudgets surely have a longer lifespan.",7,,
4433,"Since a study conducted in Kayunga found a significant correlation between the number of mango trees and the population's happiness, and out of 50 other studies conducted in different regions, Kayunga's was the only one that showed this result, we cannot conclusively say having more mango trees makes people happier. This conclusion might be an anomaly due to multiple comparisons. Further studies with a more focused approach on the relationship between mango trees and happiness should be conducted to draw a more reliable conclusion.",5,,
4118,"Since a rockover is a rock climbing move and if you are a professional rock climber, you should be able to do a rockover, therefore, if you are a professional rock climber, you should be able to do a rockover.",6,,
1105,"Since Kenton was lied to by his friend, and Kenton believes his friend would lie to him again if given the chance, therefore, Kenton is justified to lie to his friend.",6,,
2534,"Since there are documented instances of salivators and they have been observed in various contexts, therefore, salivators must exist.",5,,
2118,"Since we have not found any evidence proving Isleys don't exist and no one can conclusively prove that Isleys don't exist, we can only conclude that the existence of Isleys remains unproven.",7,,
3406,"Since John, who is known for his compulsive lying, suggests that relying on reference works for research is crucial and John has a track record of deception, therefore, relying on reference works for research is not necessary.",6,,
2266,"Since John argues that teleprints are still a viable form of technology and John works for a company that manufactures teleprints, therefore, John's argument is flawed and not true.",3,,
141,"Since whelps are often considered as young dogs and this definition doesn't support my argument that they are vicious, therefore, let's define whelps as 'uncontrollable little monsters'.",3,,
4268,"Since the media regularly features stories about parrellas causing damage to crops and these stories are often sensationalized, therefore, all parrellas are destructive pests.",5,,
3105,"Since Safis is a unique method of text analysis and Safis is different from conventional text analysis because it uses a different algorithm, therefore, we should use Safis instead of conventional text analysis methods.",4,,
